,tick,num_streak,streak_start_date,streak_end_date,payout_period,lastest_amount,incremental_percentage,number_survive_proof,latest_survive_streak,number_survive_years
528,SSB,91,11/10/1999,05/12/2022,2.967032967032967,0.49,7.692307692307708,3,1999,23
529,SPTN,33,06/12/2014,06/14/2022,3.0,0.21,12.5,1,2014,16
530,OPOF,89,05/25/2000,05/31/2022,2.966292134831461,0.13,25.0,3,2000,22
531,TTEK,33,05/14/2014,05/12/2022,2.909090909090909,0.23,25.0,1,2014,8
532,CLMT,40,04/28/2006,01/29/2016,2.925,0.685,50.0,1,2006,16
533,TPG,1,05/19/2022,05/19/2022,0.0,0.44,0.0,0,2022,0
534,VLGEA,66,03/28/2006,07/06/2022,3.015151515151515,0.25,971.4285714285713,2,2006,34
535,LANDO,21,10/26/2020,06/21/2022,0.9523809523809523,0.125,0.0,1,2020,2
536,SOHOO,9,12/28/2017,12/30/2019,2.6666666666666665,0.4921875,13.924380251371431,0,2017,5
537,TANNI,18,06/28/2018,09/29/2022,3.0,0.515625,0.0,1,2018,0
538,JRVR,30,03/12/2015,06/10/2022,2.9,0.05,725.0,1,2015,7
539,ABCB,32,09/26/2014,06/29/2022,2.96875,0.15,100.0,1,2014,28
540,BIOL,6,08/12/2004,06/24/2005,1.6666666666666667,0.01,0.0,0,2004,18
541,MTEX,23,11/28/2016,06/14/2022,3.0434782608695654,0.2,750.0,1,2016,18
542,OFLX,21,09/21/2017,06/23/2022,2.857142857142857,0.32,1149.9999999999998,1,2017,16
543,HIFS,112,07/05/1994,04/29/2022,3.0,0.57,357.1428571428571,3,1994,33
544,PRAA,1,05/07/2007,05/07/2007,0.0,1.0,0.0,0,2007,15
545,VIOT,1,03/27/2019,03/27/2019,0.0,0.1,0.0,0,2019,3
546,OXLCO,12,09/15/2021,08/16/2022,0.9166666666666666,0.125,0.0,0,2021,1
547,KFFB,39,10/29/2012,04/28/2022,2.948717948717949,0.1,0.0,1,2012,17
548,CHSCM,31,12/15/2014,06/16/2022,2.903225806451613,0.421875,0.0,1,2014,8
549,QUMU,7,03/29/2011,08/29/2012,2.4285714285714284,0.17,70.0,0,2011,11
550,TOPS,8,12/20/2004,04/12/2006,2.0,2.5,2280.952380952381,0,2004,18
551,HQI,8,08/31/2020,05/31/2022,2.625,0.06,20.0,1,2020,2
552,BOTJ,34,06/17/2014,06/02/2022,2.823529411764706,0.07,75.00000000000003,1,2014,8
553,EDUC,15,09/14/2018,02/18/2022,2.933333333333333,0.1,66.66666666666669,1,2018,25
554,FFNW,36,09/04/2013,06/02/2022,3.0277777777777777,0.12,25.0,1,2013,14
555,FATBB,4,09/02/2021,05/13/2022,2.0,0.13,0.0,0,2021,1
556,MERC,27,12/23/2015,06/28/2022,3.0,0.075,15.384615384615387,1,2015,25
557,GNTY,21,06/28/2017,06/24/2022,2.857142857142857,0.22,13.333333333333343,1,2017,5
558,FSBC,4,07/12/2021,05/06/2022,2.5,0.15,0.0,0,2021,1
559,WFCF,1,07/26/2021,07/26/2021,0.0,0.15,0.0,0,2021,1
560,CWBC,31,11/06/2014,05/12/2022,3.032258064516129,0.075,50.0,1,2014,24
561,POWL,35,11/18/2013,05/17/2022,2.914285714285714,0.26,4.0,1,2013,9
562,GASS,13,01/12/2006,02/26/2009,2.8461538461538463,0.1875,0.0,1,2006,16
563,HBNC,97,10/02/1998,07/07/2022,2.9381443298969074,0.16,20.0,3,1998,24
564,CMCSA,57,07/07/2008,07/05/2022,3.017543859649123,0.27,44.44444444444443,2,2008,34
565,CBSH,1,06/06/2022,06/06/2022,3.0,0.265,0.0,0,2022,34
566,NTRSO,10,03/12/2020,06/14/2022,2.7,0.29375,0.0,1,2020,2
567,PAX,5,06/01/2021,06/01/2022,2.4,0.202,336.7924528301887,0,2021,1
568,FRG,10,04/08/2020,06/30/2022,3.0,0.625,66.66666666666666,1,2020,7
569,CMCO,32,08/06/2014,05/05/2022,3.0,0.07,25.0,1,2014,26
570,GENC,1,12/14/1995,12/14/1995,0.0,0.05,0.0,0,1995,27
571,UTMD,72,09/14/2004,06/16/2022,3.0,0.29,601.7543859649123,2,2004,29
572,HSON,2,03/11/2016,06/10/2016,1.5,0.05,0.0,0,2016,6
573,NAVI,33,06/04/2014,06/02/2022,2.909090909090909,0.16,6.666666666666671,1,2014,8
574,WNEB,72,08/06/2004,05/10/2022,3.0,0.06,500.0,2,2004,20
575,UAL,1,01/07/2008,01/07/2008,0.0,2.15,0.0,1,2008,14
576,QCRH,26,03/16/2016,06/16/2022,3.0,0.06,25.0,1,2016,20
577,BANF,117,06/24/1993,06/29/2022,2.9743589743589745,0.36,42.85714285714286,3,1993,29
578,AUB,66,02/14/2006,05/19/2022,3.015151515151515,0.28,25.0,2,2006,28
579,OBCI,8,09/08/2020,06/07/2022,3.0,0.04,50.0,1,2020,8
580,LFUS,47,11/18/2010,05/25/2022,2.9361702127659575,0.53,20.0,1,2010,12
581,BRKR,26,03/02/2016,05/31/2022,2.8461538461538463,0.05,25.0,1,2016,6
582,ICMB,35,03/20/2014,06/16/2022,2.8285714285714287,0.15,86.25827814569536,1,2014,8
583,CVCY,28,08/05/2015,05/05/2022,2.9642857142857144,0.12,16.666666666666686,1,2015,20
584,VLY,52,09/02/2009,06/14/2022,3.0,0.11,1.4210854715202004e-14,1,2009,22
585,FULT,143,12/27/1988,06/30/2022,2.8111888111888113,0.15,400.0,4,1988,34
586,NVDA,39,11/20/2012,06/08/2022,2.948717948717949,0.04,21.739130434782624,1,2012,10
587,VIVO,23,08/01/2013,02/01/2019,3.0,0.125,5.263157894736835,0,2013,32
588,PCAR,167,11/10/1988,05/10/2022,2.407185628742515,0.34,1100.0,4,1988,34
589,MSFT,72,11/15/2004,08/17/2022,3.0,0.62,3750.0,2,2004,0
590,QIWI,3,06/21/2021,12/03/2021,2.6666666666666665,0.3,36.363636363636374,0,2021,9
591,SSNC,31,11/26/2014,05/31/2022,2.903225806451613,0.2,25.0,1,2014,8
592,TXRH,4,09/07/2021,06/07/2022,3.25,0.46,15.0,0,2021,11
593,MBWM,39,02/06/2013,06/02/2022,2.948717948717949,0.31,1566.6666666666667,1,2013,19
594,DHC,87,10/23/2000,04/22/2022,2.9655172413793105,0.01,3.333333333333343,3,2000,22
595,BANR,106,12/27/1995,05/02/2022,2.990566037735849,0.44,1100.0,3,1995,27
596,CARV,1,08/25/2010,08/25/2010,1.0,0.025,0.0,0,2010,22
597,STCN,1,03/15/2011,01/20/2015,0.0,0.0,0.0,0,2011,11
598,SRCE,83,11/01/2001,05/02/2022,3.0,0.31,14.285714285714278,3,2001,34
599,PROV,80,08/05/2002,05/18/2022,2.9625,0.14,200.0,2,2002,20
600,PTE,1,01/19/2016,01/19/2016,0.0,0.33550232,0.0,0,2016,6
601,NICE,16,05/21/2013,02/23/2017,2.8125,0.16,0.0,0,2013,9
602,PACW,87,11/14/2000,05/13/2022,2.9655172413793105,0.25,1700.0,3,2000,22
603,GECCM,24,03/14/2018,12/14/2023,2.875,0.426563,26.760372942162704,1,2018,4
604,GPP,27,11/04/2015,05/05/2022,2.888888888888889,0.445,262.5,1,2015,7
605,SOHOB,14,09/28/2016,12/30/2019,2.7857142857142856,0.5,136.85457129322594,0,2016,6
606,WABC,112,07/11/1994,05/06/2022,2.982142857142857,0.42,20.0,3,1994,28
607,MBINO,12,09/12/2019,06/14/2022,2.75,0.375,109.30193618244431,1,2019,3
608,CPLP,61,08/02/2007,05/05/2022,2.901639344262295,0.15,31499900.0,2,2007,15
609,CVLG,2,03/03/2022,06/02/2022,1.5,0.0625,0.0,0,2022,0
610,CHK,5,05/21/2021,05/18/2022,2.4,2.34,304.0,0,2021,1
611,ROCK,40,02/22/1999,12/30/2008,2.95,0.05,20.0,2,1999,23
612,CHI,235,08/15/2002,06/10/2022,1.0127659574468084,0.095,303.1333333333333,2,2002,0
613,AMAT,70,05/16/2005,08/24/2022,2.9571428571428573,0.26,100.0,2,2005,17
614,CNFRL,17,12/13/2018,12/14/2022,2.823529411764706,0.421875,0.0,1,2018,4
615,METC,2,02/28/2022,05/31/2022,1.5,0.1129,-1.4210854715202004e-14,0,2022,0
616,BANX,35,12/19/2013,06/21/2022,2.914285714285714,0.39,78.57142857142856,1,2013,9
617,FMAO,21,06/22/2017,07/07/2022,2.9047619047619047,0.2025,7.692307692307708,1,2017,5
618,NATH,16,09/07/2018,06/16/2022,3.0,0.45,40.0,1,2018,7
619,MLKN,6,02/25/2021,05/26/2022,3.0,0.1875,0.0,0,2021,34
620,BPYPN,9,05/29/2020,05/31/2022,2.6666666666666665,0.359375,0.0,1,2020,2
621,PKOH,6,02/11/2021,05/05/2022,3.0,0.125,0.0,0,2021,34
622,UBSI,135,12/06/1988,06/09/2022,2.977777777777778,0.36,13.333333333333343,4,1988,34
623,MLCO,26,04/02/2014,02/28/2020,2.6923076923076925,0.16512,3418.0327868852464,1,2014,8
624,FRME,118,06/01/1993,06/02/2022,2.9745762711864407,0.32,200.0,3,1993,33
625,BBSI,63,11/28/2006,05/19/2022,2.9523809523809526,0.3,38.46153846153845,2,2006,16
626,CSX,88,08/23/2000,05/27/2022,2.965909090909091,0.1,200.0,3,2000,22
627,MBIN,19,12/14/2017,06/14/2022,2.8421052631578947,0.07,20.0,1,2017,5
628,PEBO,43,11/03/2011,05/06/2022,3.0,0.38,18.181818181818187,1,2011,29
629,TCBK,117,06/04/1993,06/09/2022,2.9743589743589745,0.25,30.0,3,1993,29
630,SCHN,115,02/04/1994,07/08/2022,2.965217391304348,0.1875,1002.9411764705881,3,1994,28
631,BKSC,37,07/03/2013,07/01/2022,3.0,0.17,76.9230769230769,1,2013,33
632,NYMTZ,3,12/30/2021,06/30/2022,2.0,0.4375,76.46821555340432,0,2021,1
633,AIMC,41,06/14/2012,06/16/2022,2.926829268292683,0.09,50.0,1,2012,10
634,MSEX,60,08/13/2007,05/12/2022,3.0,0.29,7.262569832402235,2,2007,0
635,CATC,19,11/01/2017,05/04/2022,2.8421052631578947,0.64,10.909090909090907,1,2017,5
636,CPHC,2,03/30/2022,06/29/2022,2.5,0.07,0.0,0,2022,20
637,ITI,1,11/03/1997,11/03/1997,0.0,11.275,0.0,0,1997,25
638,WSFS,96,08/03/1998,05/05/2022,3.0,0.13,33.33333333333334,3,1998,34
639,HTBK,35,11/05/2013,05/11/2022,3.0,0.13,60.0,1,2013,17
640,FFIN,115,12/13/1993,06/15/2022,2.973913043478261,0.17,16.66666666666667,3,1993,29
641,FGBI,29,06/18/2015,06/23/2022,3.0,0.16,0.0,1,2015,0
642,FITB,135,12/23/1988,06/29/2022,2.977777777777778,0.3,500.0,4,1988,34
643,HBT,10,02/07/2020,05/09/2022,2.7,0.16,6.666666666666671,1,2020,2
644,IMKTA,96,09/30/1998,07/06/2022,3.0104166666666665,0.165,400.0,3,1998,34
645,PEBK,20,06/01/2018,06/02/2022,2.55,0.18,40.0,1,2018,34
646,SSBI,64,08/08/2006,05/11/2022,2.953125,0.12,22.22222222222223,2,2006,16
647,HBANM,5,08/12/2021,08/12/2022,2.4,0.35625,0.0,0,2021,1
648,SAFT,78,02/27/2003,05/31/2022,2.9615384615384617,0.9,60.0,2,2003,19
649,ESCA,43,12/20/2011,05/27/2022,3.0,0.15,14.285714285714278,1,2011,23
650,LKQ,3,11/09/2021,05/18/2022,2.0,0.25,0.0,0,2021,1
651,TMUS,1,05/01/2013,05/01/2013,0.0,4.0491,0.0,0,2013,9
652,MARPS,114,02/22/1994,05/27/2022,3.0,0.1975,152.5633881303984,3,1994,34
653,OFS,32,09/12/2014,06/22/2022,3.0,0.29,108.8235294117647,1,2014,9
654,RILYM,11,04/14/2020,10/13/2022,2.727272727272727,0.3984375,15.384615384615373,1,2020,2
655,WDC,31,09/26/2012,04/02/2020,2.935483870967742,0.5,33.33333333333334,1,2012,10
656,ZIONL,35,11/26/2013,05/31/2022,2.914285714285714,0.434375,1.123598121376716,1,2013,9
657,NRC,5,06/29/2021,06/29/2022,2.8,0.24,100.0,0,2021,8
658,AY,23,11/28/2016,05/27/2022,3.0,0.44,53.37423312883436,1,2016,8
659,AGNC,119,06/30/2008,06/29/2022,1.411764705882353,0.12,222.5806451612903,2,2008,14
660,DHCNL,24,02/13/2017,11/14/2022,3.0,0.390625,0.0,1,2017,0
661,FORR,27,06/04/2012,12/11/2018,3.0,0.2,7.142857142857139,0,2012,12
662,NMRK,17,05/18/2018,05/13/2022,2.823529411764706,0.03,200.0,1,2018,4
663,HWC,101,06/03/1997,06/03/2022,3.0,0.27,100.0,3,1997,31
664,IEP,37,05/09/2013,05/19/2022,3.0,2.0,25.0,1,2013,17
665,TCBC,1,06/24/2022,06/24/2022,0.0,0.05,0.0,0,2022,0
666,PPBI,14,02/14/2019,05/05/2022,2.7857142857142856,0.33,13.63636363636364,1,2019,3
667,CGBD,21,06/28/2017,06/29/2022,2.857142857142857,0.4,54.054054054054035,1,2017,5
668,HBCP,31,12/04/2014,05/06/2022,2.870967741935484,0.23,20.0,1,2014,8
669,NICK,9,12/09/2011,09/18/2013,2.6666666666666665,0.12,1566.6666666666667,0,2011,19
670,SABR,23,08/27/2014,03/19/2020,2.9130434782608696,0.14,44.44444444444446,1,2014,8
671,IMBIL,3,12/14/2021,06/14/2022,2.0,0.53125,0.0,0,2021,1
672,MFIN,1,05/13/2022,05/13/2022,2.0,0.08,0.0,0,2022,26
673,OPI,51,10/21/2009,04/22/2022,2.9411764705882355,0.55,27.906976744186068,1,2009,13
674,SOHO,34,12/13/2011,03/12/2020,3.0,0.13,50.0,1,2011,17
675,ESQ,1,05/13/2022,05/13/2022,0.0,0.09,0.0,0,2022,0
676,GLBZ,88,06/30/2000,04/22/2022,3.0113636363636362,0.1,66.66666666666669,3,2000,24
677,DGICA,63,10/30/2006,04/29/2022,3.0,0.165,16.66666666666667,2,2006,21
678,ONEW,1,06/25/2021,06/25/2021,0.0,1.8,0.0,0,2021,1
679,SALM,32,06/13/2012,03/23/2020,3.0,0.025,42.85714285714283,1,2012,16
680,SCVL,41,06/28/2012,07/08/2022,2.951219512195122,0.09,2000.0,1,2012,10
681,PARA,66,02/24/2006,06/14/2022,2.9696969696969697,0.24,100.0,2,2006,16
682,III,4,09/03/2021,06/02/2022,3.0,0.04,33.33333333333334,0,2021,7
683,VSEC,137,10/26/1988,07/12/2022,2.9562043795620436,0.1,900.0000000000001,4,1988,34
684,BGCP,56,09/11/2008,05/18/2022,2.9285714285714284,0.01,133.33333333333337,2,2008,14
685,IAC,1,05/25/2021,05/25/2021,0.0,84.55188,0.0,0,2021,1
686,CEG,2,02/24/2022,05/12/2022,1.5,0.141,0.0,0,2022,0
687,HFBL,68,07/25/2005,04/29/2022,2.9558823529411766,0.1,33.33333333333334,2,2005,17
688,CSTR,16,07/30/2018,05/10/2022,2.875,0.1,66.66666666666669,1,2018,4
689,JD,1,05/19/2022,05/19/2022,0.0,1.26,0.0,0,2022,0
690,LANDM,17,02/16/2021,06/21/2022,0.9411764705882353,0.104167,0.0,0,2021,1
691,LYTS,36,08/29/2013,05/06/2022,3.0,0.05,100.0,1,2013,33
692,SEVN,42,12/21/2011,04/22/2022,3.0476190476190474,0.25,250.0,1,2011,15
693,MGEE,135,11/25/1988,05/31/2022,2.977777777777778,0.3875,4.964539007092199,4,1988,34
694,VNOM,31,11/19/2014,05/11/2022,2.903225806451613,0.67,233.33333333333337,1,2014,8
695,CNXC,4,10/21/2021,07/28/2022,2.25,0.25,0.0,0,2021,1
696,MOFG,57,05/29/2008,05/31/2022,2.9473684210526314,0.2375,41.666666666666686,2,2008,14
697,FBMS,45,05/10/2011,05/09/2022,3.0,0.18,40.0,1,2011,18
698,TECH,55,10/30/2008,05/13/2022,2.963636363636364,0.32,7.142857142857139,2,2008,14
699,GEG,1,06/13/2007,06/13/2007,0.0,1.2,0.0,0,2007,15
700,SNY,1,05/26/2022,05/26/2022,0.0,0.2971788,-83.46021603211219,0,2022,19
701,RNWK,1,08/24/2011,08/24/2011,0.0,1.0,0.0,0,2011,11
702,LAUR,2,11/01/2021,12/13/2021,0.5,0.58,0.0,0,2021,1
703,VC,1,01/25/2016,01/25/2016,0.0,43.4,0.0,0,2016,6
704,CCBG,33,06/05/2014,06/03/2022,3.0,0.16,50.0,1,2014,25
705,KEQU,91,02/26/1997,09/09/2019,3.010989010989011,0.19,25.0,2,1997,34
706,COWN,10,02/28/2020,05/31/2022,2.7,0.12,100.0,1,2020,2
707,PAGP,34,01/29/2014,04/28/2022,2.911764705882353,0.2175,166.34382566585964,1,2014,8
708,EGLE,3,11/12/2021,05/13/2022,2.0,2.0,2.499999999999986,0,2021,1
709,TILE,61,05/09/2007,06/02/2022,3.0,0.01,300.0,2,2007,34
710,YORW,95,12/29/1998,06/29/2022,2.968421052631579,0.1949,7.692307692307693,3,1998,24
711,EXPO,38,03/06/2013,06/09/2022,2.9210526315789473,0.24,66.66666666666669,1,2013,9
712,TAIT,24,08/11/2016,05/12/2022,3.0,0.145,222.22222222222217,1,2016,15
713,STAF,4,02/14/2019,12/12/2019,2.5,0.01,0.0,0,2019,3
714,OAS,10,03/05/2021,07/01/2022,1.6,15.0,966.6666666666667,0,2021,1
715,DALN,47,08/10/2011,08/11/2022,2.872340425531915,0.16,2712.5,1,2011,14
716,XOMAO,5,07/01/2021,06/30/2022,2.2,0.52344,0.00047761194029760645,0,2021,1
717,LOB,28,09/23/2015,05/27/2022,2.857142857142857,0.03,100.0,1,2015,7
718,CBAN,21,05/31/2017,05/05/2022,3.0,0.1075,100.0,1,2017,24
719,PAYX,35,10/30/2013,05/11/2022,3.0285714285714285,0.79,19.69696969696969,1,2013,34
720,STBA,120,06/25/1992,05/04/2022,2.9916666666666667,0.3,16.66666666666667,3,1992,30
721,XEL,45,06/21/2011,06/14/2022,3.0,0.4875,7.142857142857139,1,2011,22
722,OSBC,24,07/27/2016,04/28/2022,3.0,0.05,400.0,1,2016,29
723,MDLZ,83,12/20/2001,06/29/2022,2.963855421686747,0.35,20.0,3,2001,21
724,KINS,44,08/26/2011,05/27/2022,2.9318181818181817,0.04,33.33333333333334,1,2011,11
725,MVBF,18,03/01/2018,05/31/2022,2.7777777777777777,0.17,40.0,1,2018,4
726,CG,40,08/16/2012,05/09/2022,2.925,0.325,906.25,1,2012,10
727,NYMTM,8,09/30/2020,06/30/2022,3.0,0.4921875,0.0,1,2020,3
728,BRKL,96,07/29/1998,05/12/2022,2.9791666666666665,0.13,235.29411764705878,3,1998,24
729,FTAIN,5,05/28/2021,05/31/2022,2.4,0.51563,12.501909104793498,0,2021,1
730,TUSK,4,08/06/2018,05/09/2019,2.25,0.125,0.0,0,2018,4
731,WSBF,40,04/09/2014,07/08/2022,2.475,0.2,316.6666666666667,1,2014,8
732,GSBC,132,04/20/1990,06/24/2022,2.9242424242424243,0.4,373.33333333333337,4,1990,32
733,EWCZ,1,04/21/2022,04/21/2022,0.0,3.3,0.0,0,2022,0
734,COHR,1,12/17/2012,12/17/2012,0.0,1.0,0.0,0,2012,10
735,OCSL,103,09/03/2009,06/14/2022,1.5242718446601942,0.165,525.0,1,2009,14
736,ULH,6,02/26/2021,06/03/2022,3.0,0.105,0.0,0,2021,13
737,HNVR,1,06/17/2022,06/17/2022,0.0,0.1,0.0,0,2022,0
738,PETS,53,08/12/2009,05/19/2022,2.8867924528301887,0.3,566.6666666666667,1,2009,13
739,TCFC,38,03/14/2013,07/11/2022,3.0,0.175,25.0,1,2013,0
740,PFIN,16,03/29/2016,02/21/2020,2.9375,0.05,0.0,1,2016,27
741,ESGRO,14,02/14/2019,05/12/2022,2.7857142857142856,0.4375,0.0,1,2019,3
742,OXSQL,21,06/13/2017,06/14/2022,2.857142857142857,0.40625,15.384613199817963,1,2017,5
743,GPRE,24,09/03/2013,05/23/2019,2.8333333333333335,0.12,100.0,0,2013,9
744,FARM,91,10/17/1988,01/26/2011,2.934065934065934,0.06,20.0,3,1988,34
745,PKBK,32,10/09/2014,07/01/2022,3.0,0.16,25.0,1,2014,16
746,WERN,139,06/26/1989,07/01/2022,2.870503597122302,0.13,4100.0,4,1989,34
747,AMAL,15,11/15/2018,05/10/2022,2.8,0.08,33.33333333333334,1,2018,4
748,CFFN,120,05/03/1999,06/09/2022,2.275,0.2,700.0,3,1999,23
749,FUND,29,06/12/2015,06/10/2022,2.9310344827586206,0.1389,228.03514376996804,1,2015,33
750,SBLK,4,08/20/2021,06/02/2022,3.25,1.65,133.33333333333334,0,2021,14
751,SLP,36,08/08/2013,04/22/2022,2.9722222222222223,0.06,33.33333333333334,1,2013,10
752,KFRC,34,03/12/2014,06/09/2022,3.0,0.3,50.0,1,2014,10
753,AROW,115,11/24/1993,05/31/2022,2.991304347826087,0.27,37.5,3,1993,34
754,SGA,4,10/07/2021,06/10/2022,3.0,0.2,312.5,0,2021,10
755,KRNY,29,11/30/2015,05/10/2022,2.7586206896551726,0.11,300.0,1,2015,17
756,UFCS,70,05/27/2005,06/02/2022,2.9714285714285715,0.16,867.741935483871,2,2005,34
757,BSET,9,11/12/2020,05/12/2022,2.3333333333333335,0.14,971.4285714285713,1,2020,34
758,EBTC,65,05/09/2006,05/10/2022,3.0,0.205,14.285714285714278,2,2006,17
759,GILD,29,06/12/2015,06/14/2022,2.896551724137931,0.73,10.63829787234043,1,2015,7
760,PCSB,17,05/10/2018,05/12/2022,2.823529411764706,0.07,50.0,1,2018,4
761,BPYPO,11,11/29/2019,05/31/2022,2.727272727272727,0.3984375,0.0,1,2019,3
762,OXLCM,62,07/13/2017,08/16/2022,0.9838709677419355,0.140625,0.0,1,2017,5
763,AMTB,3,12/21/2021,05/12/2022,1.6666666666666667,0.09,50.0,0,2021,1
764,FDUS,47,09/08/2011,06/09/2022,2.74468085106383,0.43,875.0,1,2011,11
765,OMAB,2,01/14/2022,05/20/2022,2.5,1.8212125,129.2855713195157,0,2022,15
766,AEIS,6,02/19/2021,05/20/2022,2.5,0.1,0.0,0,2021,1
767,SBAC,12,08/27/2019,05/18/2022,2.75,0.71,25.675675675675677,1,2019,3
768,HTLF,100,12/09/1998,05/12/2022,2.81,0.27,220.0,3,1998,24
769,PAHC,32,08/29/2014,05/31/2022,2.90625,0.12,20.0,1,2014,8
770,GAIN,218,07/19/2005,06/21/2022,0.9311926605504587,0.075,133.33333333333337,2,2005,17
771,USLM,34,05/28/2014,05/26/2022,2.911764705882353,0.2,3862.9629629629626,1,2014,27
772,ALOT,117,05/10/1991,03/25/2020,2.9572649572649574,0.07,50.0,3,1991,31
773,UIHC,37,03/18/2013,03/08/2022,3.0,0.06,33.33333333333334,1,2013,13
774,KLIC,17,06/27/2018,06/22/2022,2.823529411764706,0.17,21.428571428571416,1,2018,4
775,FTAIO,10,03/06/2020,05/31/2022,2.6,0.5,0.0,1,2020,2
776,OCC,21,11/03/2010,10/28/2015,2.8095238095238093,0.02,50.0,0,2010,12
777,LMST,1,06/16/2022,06/16/2022,3.0,0.05,0.0,0,2022,16
778,PGC,50,02/02/2010,05/11/2022,3.02,0.05,0.0,1,2010,22
779,BFIN,33,08/11/2014,05/12/2022,2.909090909090909,0.1,100.0,1,2014,16
780,TRIP,1,11/19/2019,11/19/2019,0.0,3.5,0.0,0,2019,3
781,COFS,10,03/12/2020,06/14/2022,2.7,0.25,13.63636363636364,1,2020,2
782,OXSQZ,13,07/12/2019,07/14/2022,2.769230769230769,0.390625,0.0,1,2019,3
783,TAYD,1,12/04/1989,12/04/1989,0.0,0.02,0.0,0,1989,33
784,FFWM,14,02/28/2019,05/05/2022,2.7857142857142856,0.11,40.0,1,2019,3
785,GCBC,59,11/13/2007,05/12/2022,3.0,0.13,114.2857142857143,2,2007,22
786,JJSF,71,12/13/2004,06/16/2022,2.9577464788732395,0.633,100.0,2,2004,18
787,VINP,4,08/31/2021,05/23/2022,2.25,0.17,25.0,0,2021,1
788,LGND,1,04/03/2007,04/03/2007,0.0,2.5,0.0,0,2007,15
789,BHFAM,2,03/09/2022,06/09/2022,1.5,0.2890625,0.0,0,2022,0
790,SSSS,10,10/02/2020,03/24/2022,1.9,0.11,900.0,1,2020,6
791,DGICB,63,10/30/2006,04/29/2022,3.0,0.1475,19.354838709677423,2,2006,34
792,HNNA,37,05/22/2013,05/20/2022,3.027027027027027,0.1375,33.33333333333334,1,2013,0
793,ISAA,5,07/07/2021,07/07/2022,2.4,0.05,0.0,0,2021,1
794,BELFA,77,07/11/2003,07/14/2022,2.961038961038961,0.06,50.0,2,2003,19
795,MKSI,46,02/25/2011,05/26/2022,2.9347826086956523,0.22,11.111111111111114,1,2011,11
